TFT Id-Vd,OTFT Id-Vd,,,,,,,,0,2.80E-13,0,-8.90E-12,0,-1.98E-11,0,-3.22E-11,0,-5.79E-11,0,-1.38E-10,0,-4.98E-10,0,-1.83E-09,0,-2.91E-09,0,-2.41E-09,0,-2.33E-09
19,0,1.35E-10,1.05E-11,95238095238,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,1.45E-10,1.25E-11,79808459697,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,1.60E-10,1.40E-11,71377587438,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,1.73E-10,1.38E-11,72306579899,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,1.88E-10,1.56E-11,64267352185,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,2.04E-10,1.77E-11,56465273857,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,2.23E-10,1.92E-11,52164840897,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,2.43E-10,2.11E-11,47348484848,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,2.65E-10,2.50E-11,40016006403,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,2.93E-10,2.69E-11,37105751391,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,3.19E-10,2.91E-11,34387895461,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,3.51E-10,3.34E-11,29931158336,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,3.86E-10,4.24E-11,23571007661,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,4.36E-10,4.66E-11,21450021450,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,4.79E-10,4.95E-11,20199979800,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,5.35E-10,6.05E-11,16523463318,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,6.00E-10,7.02E-11,14250089063,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,6.75E-10,7.20E-11,13892747986,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,7.44E-10,7.95E-11,12573871495,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,8.34E-10,1.08E-10,9222114631,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,9.61E-10,1.36E-10,7341065923,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,1.11E-09,1.45E-10,6890374147,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,-8.90E-12,3.70E-12,2.7027E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,-5.20E-12,2.92E-12,3.4188E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,-3.05E-12,6.05E-13,1.65289E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,-3.99E-12,-1.00E-13,-1E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,-3.25E-12,1.52E-12,6.60066E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,-9.60E-13,1.48E-12,6.77966E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,-3.00E-13,-2.00E-14,-5E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,-1.00E-12,1.27E-12,7.90514E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,2.23E-12,4.35E-12,2.29885E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
9,4,7.70E-12,4.76E-12,2.10084E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4,1.18E-11,6.47E-12,1.54679E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4,2.06E-11,1.10E-11,90744101633,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,3.38E-11,1.32E-11,75614366730,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,4.71E-11,1.28E-11,78400627205,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4,5.93E-11,1.43E-11,70175438596,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,7.56E-11,1.69E-11,59347181009,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4,9.30E-11,1.52E-11,65746219592,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4,1.06E-10,1.37E-11,72806698216,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4,1.20E-10,1.55E-11,64516129032,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4,1.37E-10,1.41E-11,71098471383,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4,1.49E-10,1.17E-11,85142613878,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4,1.60E-10,1.30E-11,77041602465,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4,1.75E-10,1.28E-11,78369905956,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4,1.86E-10,1.16E-11,86542622241,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,1.98E-10,1.26E-11,79396585947,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4,2.11E-10,1.42E-11,70224719101,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4,2.26E-10,1.43E-11,70077084793,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4,2.40E-10,1.35E-11,73991860895,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,2.53E-10,1.63E-11,61538461538,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,2.72E-10,1.87E-11,53590568060,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4,2.91E-10,1.82E-11,54794520548,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4,3.09E-10,2.13E-11,47025628968,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,3.33E-10,2.50E-11,39976014391,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4,3.59E-10,2.68E-11,37355248412,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,3.87E-10,3.05E-11,32803017878,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,4.20E-10,3.83E-11,26126714566,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,4.63E-10,4.48E-11,22316447222,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4,5.09E-10,5.17E-11,19351717465,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4,5.66E-10,5.23E-11,19109497420,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,6.14E-10,6.30E-11,15870496747,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4,6.92E-10,7.85E-11,12743723716,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,-1.98E-11,6.14E-12,1.62866E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,-1.37E-11,4.65E-12,2.15285E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,-1.05E-11,4.09E-12,2.44798E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,-5.52E-12,4.12E-12,2.42718E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8,-2.30E-12,1.80E-12,5.54017E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,-1.91E-12,6.60E-13,1.51515E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,-9.80E-13,1.53E-12,6.51466E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,1.16E-12,1.11E-12,9.04977E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,1.23E-12,-4.90E-13,-2.04082E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,1.80E-13,7.45E-13,1.34228E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
10,8,2.72E-12,1.45E-12,6.89655E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,8,3.08E-12,9.50E-14,1.05263E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8,2.91E-12,2.75E-12,3.63636E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
13,8,8.58E-12,5.56E-12,1.80018E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8,1.40E-11,6.96E-12,1.43678E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
15,8,2.25E-11,9.36E-12,1.06895E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
16,8,3.27E-11,1.21E-11,82372322900,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8,4.68E-11,1.44E-11,69662138628,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8,6.14E-11,1.39E-11,72176109708,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8,7.45E-11,1.52E-11,65746219592,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8,9.19E-11,1.66E-11,60222824450,,,,,,,,,,,,,,,,,,,,,,,,,,
21,8,1.08E-10,1.46E-11,68306010929,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,1.21E-10,1.40E-11,71428571429,,,,,,,,,,,,,,,,,,,,,,,,,,
23,8,1.36E-10,1.44E-11,69662138628,,,,,,,,,,,,,,,,,,,,,,,,,,
24,8,1.50E-10,1.31E-11,76277650648,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8,1.62E-10,1.18E-11,84925690021,,,,,,,,,,,,,,,,,,,,,,,,,,
26,8,1.73E-10,1.27E-11,78462142016,,,,,,,,,,,,,,,,,,,,,,,,,,
27,8,1.87E-10,1.36E-11,73583517292,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8,2.01E-10,1.24E-11,80742834073,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8,2.12E-10,1.19E-11,84068936528,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,2.24E-10,1.43E-11,69930069930,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,2.41E-10,1.52E-11,65832784727,,,,,,,,,,,,,,,,,,,,,,,,,,
32,8,2.55E-10,1.50E-11,66755674232,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8,2.71E-10,1.79E-11,55803571429,,,,,,,,,,,,,,,,,,,,,,,,,,
34,8,2.91E-10,1.97E-11,50851767099,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8,3.10E-10,2.07E-11,48285852245,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8,3.32E-10,2.34E-11,42689434365,,,,,,,,,,,,,,,,,,,,,,,,,,
37,8,3.57E-10,2.76E-11,36199095023,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,3.87E-10,3.13E-11,31964200096,,,,,,,,,,,,,,,,,,,,,,,,,,
39,8,4.19E-10,3.55E-11,28169014085,,,,,,,,,,,,,,,,,,,,,,,,,,
40,8,4.58E-10,3.88E-11,25793139025,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,-3.22E-11,6.42E-12,1.55763E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,-2.58E-11,5.22E-12,1.91571E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,-2.18E-11,4.76E-12,2.10305E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,-1.63E-11,6.91E-12,1.44823E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,-7.96E-12,1.78E-11,56085249579,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1.94E-11,2.19E-11,45558086560,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,3.59E-11,1.02E-11,98376783079,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,3.97E-11,2.12E-12,4.72813E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,4.02E-11,-7.05E-13,-1.41844E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12,3.83E-11,-5.05E-13,-1.9802E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12,3.92E-11,1.70E-12,5.89971E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,4.17E-11,9.85E-13,1.01523E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,4.11E-11,1.00E-14,1E+14,,,,,,,,,,,,,,,,,,,,,,,,,,
13,12,4.17E-11,9.40E-13,1.06383E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
14,12,4.30E-11,5.35E-13,1.86916E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12,4.28E-11,1.00E-13,1E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,4.32E-11,1.28E-12,7.8125E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
17,12,4.53E-11,1.71E-12,5.84795E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
18,12,4.66E-11,5.55E-13,1.8018E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,4.64E-11,2.31E-12,4.31965E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
20,12,5.13E-11,3.70E-12,2.7027E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
21,12,5.38E-11,4.32E-12,2.31481E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
22,12,5.99E-11,8.80E-12,1.13701E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
23,12,7.14E-11,1.19E-11,83787180561,,,,,,,,,,,,,,,,,,,,,,,,,,
24,12,8.38E-11,1.27E-11,78926598264,,,,,,,,,,,,,,,,,,,,,,,,,,
25,12,9.68E-11,1.34E-11,74794315632,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12,1.11E-10,1.36E-11,73746312684,,,,,,,,,,,,,,,,,,,,,,,,,,
27,12,1.24E-10,1.28E-11,78277886497,,,,,,,,,,,,,,,,,,,,,,,,,,
28,12,1.36E-10,1.17E-11,85689802913,,,,,,,,,,,,,,,,,,,,,,,,,,
29,12,1.47E-10,1.25E-11,79808459697,,,,,,,,,,,,,,,,,,,,,,,,,,
30,12,1.61E-10,1.28E-11,78094494338,,,,,,,,,,,,,,,,,,,,,,,,,,
31,12,1.73E-10,1.15E-11,87108013937,,,,,,,,,,,,,,,,,,,,,,,,,,
32,12,1.84E-10,1.22E-11,81766148814,,,,,,,,,,,,,,,,,,,,,,,,,,
33,12,1.97E-10,1.36E-11,73421439060,,,,,,,,,,,,,,,,,,,,,,,,,,
34,12,2.11E-10,1.31E-11,76103500761,,,,,,,,,,,,,,,,,,,,,,,,,,
35,12,2.24E-10,1.39E-11,71968333933,,,,,,,,,,,,,,,,,,,,,,,,,,
36,12,2.39E-10,1.67E-11,59790732436,,,,,,,,,,,,,,,,,,,,,,,,,,
37,12,2.57E-10,1.85E-11,53922890267,,,,,,,,,,,,,,,,,,,,,,,,,,
38,12,2.76E-10,1.91E-11,52369730296,,,,,,,,,,,,,,,,,,,,,,,,,,
39,12,2.95E-10,2.12E-11,47069898800,,,,,,,,,,,,,,,,,,,,,,,,,,
40,12,3.19E-10,2.35E-11,42625745951,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,-5.79E-11,1.21E-11,82576383154,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,-4.58E-11,1.04E-11,96200096200,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,-3.71E-11,6.41E-12,1.56006E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,-3.30E-11,4.79E-12,2.08768E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,-2.75E-11,5.98E-12,1.67364E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,-2.10E-11,5.08E-12,1.9685E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,-1.74E-11,1.16E-11,86244070720,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,2.16E-12,3.13E-11,31959092362,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,4.52E-11,3.76E-11,26595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
9,16,7.74E-11,2.27E-11,44081992506,,,,,,,,,,,,,,,,,,,,,,,,,,
10,16,9.06E-11,5.72E-12,1.74672E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
11,16,8.88E-11,-4.60E-13,-2.17391E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
12,16,8.97E-11,1.01E-12,9.90099E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
13,16,9.08E-11,1.40E-13,7.14286E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
14,16,8.99E-11,3.85E-13,2.5974E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,9.16E-11,1.86E-12,5.39084E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,9.36E-11,6.00E-14,1.66667E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
17,16,9.17E-11,-9.00E-14,-1.11111E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
18,16,9.35E-11,1.45E-12,6.89655E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
19,16,9.46E-11,1.59E-12,6.30915E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
20,16,9.66E-11,5.10E-13,1.96078E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
21,16,9.56E-11,-1.10E-13,-9.09091E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
22,16,9.64E-11,1.66E-12,6.0423E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
23,16,9.89E-11,9.95E-13,1.00503E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
24,16,9.84E-11,-5.00E-14,-2E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
25,16,9.88E-11,1.76E-12,5.68182E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
26,16,1.02E-10,1.37E-12,7.29927E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
27,16,1.02E-10,1.90E-13,5.26316E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
28,16,1.02E-10,1.75E-12,5.69801E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
29,16,1.05E-10,3.56E-12,2.81294E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
30,16,1.09E-10,4.40E-12,2.27531E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,16,1.14E-10,4.88E-12,2.04708E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
32,16,1.19E-10,7.45E-12,1.34318E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
33,16,1.29E-10,9.29E-12,1.07643E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
34,16,1.38E-10,9.07E-12,1.10193E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
35,16,1.47E-10,1.04E-11,96153846154,,,,,,,,,,,,,,,,,,,,,,,,,,
36,16,1.59E-10,1.18E-11,84423807514,,,,,,,,,,,,,,,,,,,,,,,,,,
37,16,1.71E-10,1.23E-11,81037277147,,,,,,,,,,,,,,,,,,,,,,,,,,
38,16,1.83E-10,1.40E-11,71633237822,,,,,,,,,,,,,,,,,,,,,,,,,,
39,16,1.99E-10,1.57E-11,63877355477,,,,,,,,,,,,,,,,,,,,,,,,,,
40,16,2.15E-10,1.60E-11,62460961899,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,-1.38E-10,3.62E-11,27647221454,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,-1.02E-10,3.07E-11,32578595863,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,-7.69E-11,1.97E-11,50709939148,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,-6.27E-11,1.40E-11,71479628306,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,-4.89E-11,1.09E-11,91491308326,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,-4.08E-11,6.70E-12,1.49365E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,-3.56E-11,5.79E-12,1.72712E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,-2.93E-11,6.28E-12,1.59236E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
8,20,-2.30E-11,8.67E-12,1.1534E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,-1.19E-11,4.90E-11,20416496529,,,,,,,,,,,,,,,,,,,,,,,,,,
10,20,7.50E-11,8.64E-11,11573404317,,,,,,,,,,,,,,,,,,,,,,,,,,
11,20,1.61E-10,8.15E-11,12268433321,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20,2.38E-10,5.02E-11,19910403186,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20,2.61E-10,1.09E-11,92123445417,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20,2.60E-10,-3.15E-13,-3.1746E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
15,20,2.61E-10,1.61E-12,6.23053E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
16,20,2.63E-10,-7.50E-14,-1.33333E+13,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,2.61E-10,-2.95E-13,-3.38983E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,2.62E-10,2.09E-12,4.78469E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2.65E-10,9.75E-13,1.02564E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,2.64E-10,1.40E-12,7.16846E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,2.68E-10,1.42E-12,7.04225E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
22,20,2.67E-10,1.24E-12,8.06452E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
23,20,2.70E-10,-6.00E-13,-1.66667E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,2.66E-10,-2.20E-12,-4.54545E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
25,20,2.66E-10,4.20E-12,2.38095E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
26,20,2.74E-10,1.50E-12,6.66667E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
27,20,2.69E-10,-1.01E-12,-9.85222E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
28,20,2.72E-10,5.35E-13,1.86916E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
29,20,2.70E-10,5.35E-13,1.86916E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
30,20,2.73E-10,1.15E-13,8.69565E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,20,2.70E-10,-1.81E-12,-5.52486E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
32,20,2.70E-10,4.49E-12,2.22965E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
33,20,2.79E-10,2.54E-12,3.94477E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
34,20,2.75E-10,-4.41E-12,-2.26757E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
35,20,2.70E-10,-2.51E-12,-3.98406E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
36,20,2.70E-10,1.94E-12,5.15464E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
37,20,2.74E-10,2.42E-12,4.12371E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
38,20,2.75E-10,-3.26E-12,-3.06748E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
39,20,2.67E-10,-8.35E-13,-1.1976E+12,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,2.73E-10,5.54E-12,1.80505E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
0,24,-4.98E-10,1.69E-10,5931901768,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,-3.29E-10,1.41E-10,7117184442,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,-2.17E-10,8.89E-11,11242902918,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,-1.51E-10,5.31E-11,18819986826,,,,,,,,,,,,,,,,,,,,,,,,,,
4,24,-1.11E-10,3.27E-11,30553009471,,,,,,,,,,,,,,,,,,,,,,,,,,
5,24,-8.59E-11,2.10E-11,47664442326,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24,-6.86E-11,1.56E-11,64020486556,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24,-5.46E-11,1.03E-11,97276264591,,,,,,,,,,,,,,,,,,,,,,,,,,
8,24,-4.80E-11,6.85E-12,1.46092E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
9,24,-4.09E-11,2.89E-11,34620045006,,,,,,,,,,,,,,,,,,,,,,,,,,
10,24,9.77E-12,1.38E-10,7240605315,,,,,,,,,,,,,,,,,,,,,,,,,,
11,24,2.35E-10,2.56E-10,3907929188,,,,,,,,,,,,,,,,,,,,,,,,,,
12,24,5.22E-10,3.11E-10,3213419239,,,,,,,,,,,,,,,,,,,,,,,,,,
13,24,8.58E-10,3.10E-10,3229974160,,,,,,,,,,,,,,,,,,,,,,,,,,
14,24,1.14E-09,2.00E-10,5004378831,,,,,,,,,,,,,,,,,,,,,,,,,,
15,24,1.26E-09,6.25E-11,16000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
16,24,1.27E-09,6.18E-12,1.61681E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
17,24,1.27E-09,-5.49E-12,-1.82315E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
18,24,1.25E-09,-8.94E-12,-1.11794E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
19,24,1.25E-09,-6.79E-12,-1.47167E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
20,24,1.24E-09,4.36E-12,2.29095E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
21,24,1.26E-09,3.69E-11,27078256160,,,,,,,,,,,,,,,,,,,,,,,,,,
22,24,1.32E-09,1.22E-11,82034454471,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,1.28E-09,-2.38E-11,-41963911037,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1.27E-09,4.90E-12,2.04082E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
25,24,1.29E-09,1.64E-11,60827250608,,,,,,,,,,,,,,,,,,,,,,,,,,
26,24,1.30E-09,-1.40E-12,-7.14286E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
27,24,1.29E-09,1.84E-12,5.43478E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
28,24,1.30E-09,1.29E-11,77639751553,,,,,,,,,,,,,,,,,,,,,,,,,,
29,24,1.32E-09,6.74E-12,1.48478E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
30,24,1.32E-09,-6.56E-12,-1.52323E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,24,1.30E-09,-4.98E-12,-2.00803E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
32,24,1.31E-09,2.06E-11,48638132296,,,,,,,,,,,,,,,,,,,,,,,,,,
33,24,1.35E-09,-2.29E-11,-43639537421,,,,,,,,,,,,,,,,,,,,,,,,,,
34,24,1.26E-09,-4.16E-11,-24018253873,,,,,,,,,,,,,,,,,,,,,,,,,,
35,24,1.26E-09,2.11E-11,47483380817,,,,,,,,,,,,,,,,,,,,,,,,,,
36,24,1.30E-09,1.19E-11,83927822073,,,,,,,,,,,,,,,,,,,,,,,,,,
37,24,1.29E-09,-1.55E-11,-64662140317,,,,,,,,,,,,,,,,,,,,,,,,,,
38,24,1.27E-09,-1.33E-11,-75301204819,,,,,,,,,,,,,,,,,,,,,,,,,,
39,24,1.26E-09,1.24E-12,8.06452E+11,,,,,,,,,,,,,,,,,,,,,,,,,,
40,24,1.28E-09,1.56E-11,63938618926,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,-1.83E-09,7.77E-10,1287780253,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,-1.06E-09,5.98E-10,1673024158,,,,,,,,,,,,,,,,,,,,,,,,,,
2,28,-6.38E-10,3.26E-10,3068190535,,,,,,,,,,,,,,,,,,,,,,,,,,
3,28,-4.05E-10,1.86E-10,5386334868,,,,,,,,,,,,,,,,,,,,,,,,,,
4,28,-2.67E-10,1.15E-10,8694140150,,,,,,,,,,,,,,,,,,,,,,,,,,
